x,y,radius
138.3702989,119.3004195,0.5
149.1321055,118.8938755,0.5
171.8300746,118.9656916,0.5
347.6807832,119.3068076,0.5
398.8444645,119.2081913,0.5
168.9687567,119.486265,0.5
307.8202934,119.6954488,0.5
320.1101056,119.5836529,0.5
29.1377507,119.8622716,0.5
285.2232354,119.9601869,0.5
91.5581957,120.3042133,0.5
236.2958462,120.3640033,0.5
242.6894398,120.2812582,0.5
268.1981594,120.2949908,0.5
60.82911185,120.5113178,0.5
82.98545167,121.0779372,0.5
328.9791665,120.9605711,0.5
32.78530717,121.5157994,0.5
89.0451955,121.2287532,0.5
181.0750899,121.4120915,0.5
276.7841221,121.539963,0.5
344.5872369,121.4229566,0.5
197.2440067,121.861243,0.5
173.1471032,122.6130215,0.5
304.2889187,122.42482,0.5
340.4269946,122.4200094,0.5
300.4543258,123.0967068,0.5
297.9256259,123.7205296,0.5
355.0717399,123.503843,0.5
139.9490918,123.8694022,0.5
182.0517823,124.1163482,0.5
372.8370292,123.8287991,0.5
109.3490172,124.539103,0.5
260.3827887,124.8941847,0.5
3.098655967,125.6223129,0.5
125.780585,125.1114673,0.5
296.1039402,125.2519067,0.5
319.4105665,125.6797735,0.5
231.0041161,126.0920159,0.5
272.6398661,125.9455403,0.5
332.1479347,126.1123121,0.5
33.16648956,126.4254331,0.5
129.2890566,126.8557477,0.5
258.7050743,127.2865562,0.5
266.6893132,127.4405685,0.5
279.1677521,127.3782857,0.5
335.8060887,127.2343082,0.5
392.1396804,127.6073194,0.5
162.6253086,128.1241066,0.5
243.7768487,128.1022484,0.5
326.0590272,128.2107774,0.5
379.9403089,127.9778838,0.5
156.5867867,128.3260107,0.5
18.80399406,129.0177672,0.5
73.20124898,128.8825139,0.5
252.875079,129.1363157,0.5
289.9447248,128.7027248,0.5
116.6410238,129.0779396,0.5
197.6833498,129.649567,0.5
356.9422681,129.5913026,0.5
7.408215994,129.9411658,0.5
192.1210836,129.974205,0.5
277.7750731,130.1605341,0.5
363.954956,130.1759657,0.5
3.000873747,130.4241871,0.5
25.55052932,130.4032679,0.5
109.2175348,130.3470953,0.5
342.1867432,130.5593057,0.5
130.7995588,130.2217083,0.5
142.7795539,130.6699468,0.5
160.9446503,130.8313897,0.5
213.5145032,130.8036013,0.5
391.8754881,130.5501792,0.5
66.83977894,131.2845145,0.5
111.6999804,131.1603329,0.5
128.4776291,131.0818554,0.5
229.6703175,130.6412301,0.5
232.2132042,130.7130255,0.5
238.6180783,131.0480714,0.5
60.28128785,131.6752356,0.5
250.9880973,131.240598,0.5
354.7813225,131.3854458,0.5
15.65186196,131.7085944,0.5
100.8462782,131.7268918,0.5
219.0359865,132.0474328,0.5
377.3806434,132.2378354,0.5
68.45939547,133.1584744,0.5
95.69433461,132.466784,0.5
203.0687943,132.9183827,0.5
